,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
2170,45838899,0.38,FALSE,Centrum-West,52.371735,4.899029,Private room,2,1,1,8,184,1,101,TRUE,5,5,4.95,FALSE,92,184,0.08,0.21,0.14,4.99,0.632352941,1270.735294
2171,45841645,1,FALSE,Centrum-West,52.371735,4.899029,Private room,2,1,1,5,175,1,101,TRUE,7,0,4.8,TRUE,87.5,175,0.06,0.17,0.23,4.99,0.776119403,1203.358209
2172,45889758,0.6,FALSE,Centrum-Oost,52.37059,4.90639,Private room,2,1,1,11,155,1,14,TRUE,0,1,4.5,TRUE,77.5,155,0.08,0.14,0.22,4.99,0,746.875
2173,45949435,0.25,FALSE,Bos en Lommer,52.37643,4.86166,Entire home/apt,4,2,3,12,210,2,101,TRUE,0,0,5,FALSE,52.5,420,0.07,0.26,0.32,4.99,0.272727273,1054.545455
2174,45953998,0,FALSE,Centrum-West,52.37175,4.88002,Entire home/apt,2,1,1,4,175,21,31,TRUE,5,0,5,FALSE,87.5,3675,0.09,0.2,0.24,4.99,0.682191781,875
2175,45966716,0.42,FALSE,Oud-Noord,52.38665,4.92306,Private room,4,1,3,3,120,3,10,TRUE,1,1,4.17,FALSE,30,360,0.05,0.09,0.18,4.99,0.093150685,706.9726027
2176,45982523,0.62,FALSE,Centrum-Oost,52.37091,4.90566,Private room,2,1,1,10,140,1,14,TRUE,0,3,4.67,TRUE,70,140,0.09,0.12,0.15,4.99,0,680
2177,45998980,0.8,FALSE,Centrum-Oost,52.36923,4.90604,Shared room,1,1,2,4,71,1,14,TRUE,0,2,4.52,TRUE,71,71,0.05,0.11,0.15,2.99,0,410
2178,45999354,0.76,FALSE,Centrum-Oost,52.37008,4.90778,Shared room,1,1,2,2,84,1,14,TRUE,0,1,4.67,TRUE,84,84,0.05,0.1,0.14,4.99,0,485
2179,46115777,1,TRUE,Centrum-West,52.36765,4.88049,Entire home/apt,2,1,1,6,76,3,101,TRUE,1,0,5,TRUE,38,228,0.05,0.12,0.15,4.99,0.002739726,545.0684932
2180,46184998,0.67,FALSE,IJburg - Zeeburgereiland,52.34328,5.00975,Entire home/apt,4,2,5,17,455,4,16,TRUE,0,0,3.74,TRUE,113.75,1820,0.05,0.19,0.21,10.99,0.424657534,2270.082192
2181,46254494,0.96,FALSE,Centrum-West,52.36669,4.88423,Private room,3,1,2,5,177,3,101,TRUE,7,1,4.26,TRUE,59,531,0.09,0.23,0.22,4.99,0.898351648,1468.804945
2182,46346104,0.99,FALSE,Oud-Oost,52.36052,4.90946,Private room,2,1,1,6,153,3,101,TRUE,15,1,4.13,TRUE,76.5,459,0.08,0.22,0.14,4.99,0.95890411,1210.794521
2183,46346167,0.94,FALSE,Centrum-Oost,52.3609,4.90943,Private room,2,1,1,6,153,3,101,TRUE,12,0,4.69,TRUE,76.5,459,0.07,0.07,0.2,4.99,0.950549451,1217.898352
2184,46346561,0.85,FALSE,Centrum-West,52.37043,4.8902,Private room,2,1,1,4,154,3,101,TRUE,19,0,3.5,TRUE,77,462,0.07,0.21,0.17,4.99,0.96978022,1210.521978
2185,46346815,0.79,FALSE,Centrum-West,52.36681,4.88602,Private room,2,1,1,1,131,3,101,TRUE,5,0,4,TRUE,65.5,393,0.06,0.19,0.17,4.99,0.914835165,1051.043956
2186,46347062,0.74,FALSE,Centrum-West,52.36707,4.8856,Private room,3,1,1,7,183,3,101,TRUE,22,0,3,TRUE,61,549,0.07,0.15,0.17,4.99,0.978021978,1540.027473
2187,46347644,0.98,FALSE,Centrum-West,52.36605,4.88591,Private room,2,1,1,4,153,3,101,TRUE,15,0,4.38,TRUE,76.5,459,0.05,0.13,0.2,4.99,0.93956044,1220.096154
2188,46347796,0.78,FALSE,Centrum-West,52.36772,4.88426,Private room,2,1,1,6,153,3,101,TRUE,16,0,3.85,TRUE,76.5,459,0.08,0.04,0.16,4.99,0.933884298,1220.853994
2189,46348037,0.68,FALSE,Centrum-West,52.36722,4.89531,Private room,2,1,1,5,115,3,101,TRUE,22,2,4.56,TRUE,57.5,345,0.06,0.16,0.21,4.99,0.967032967,1169.065934
2190,46348181,0.6,FALSE,Centrum-West,52.36729,4.8939,Private room,2,1,1,8,115,3,101,TRUE,17,2,4.38,TRUE,57.5,345,0.05,0.12,0.2,4.99,0.956164384,1167.739726
2191,46368959,1,FALSE,De Baarsjes - Oud-West,52.36571,4.86067,Private room,2,1,1,8,217,1,101,TRUE,12,0,4,TRUE,108.5,217,0.08,0.14,0.23,4.99,1,1606.666667
2192,46369075,1,FALSE,De Baarsjes - Oud-West,52.36698,4.85857,Private room,4,1,3,16,288,1,101,TRUE,9,2,4.52,TRUE,72,288,0.01,0.15,0.25,4.99,1,2181.666667
2193,46369170,1,FALSE,De Baarsjes - Oud-West,52.36666,4.85863,Private room,2,1,1,5,138,1,101,TRUE,4,0,4.39,TRUE,69,138,0.07,0.1,0.18,4.99,1,965
2194,46369237,1,FALSE,De Baarsjes - Oud-West,52.36508,4.86037,Private room,2,1,1,6,143,1,101,TRUE,6,0,4.25,TRUE,71.5,143,0.08,0.16,0.19,4.99,1,965
2195,46369286,1,FALSE,De Baarsjes - Oud-West,52.36574,4.86059,Private room,2,1,1,3,143,1,101,TRUE,1,4,4.54,TRUE,71.5,143,0.07,0.1,0.19,4.99,1,965
2196,46374246,0.81,FALSE,Centrum-Oost,52.36397,4.91033,Private room,4,1,2,13,250,3,-23,TRUE,6,6,4.93,FALSE,62.5,750,0.11,0.18,0.25,4.99,0.39031339,1096.367521
2197,46389970,0.56,FALSE,De Pijp - Rivierenbuurt,52.34947,4.88834,Entire home/apt,4,2,2,4,140,5,101,TRUE,0,0,5,FALSE,35,700,0.07,0.11,0.19,4.99,0.021917808,700
2198,46478635,1,FALSE,Bos en Lommer,52.37568,4.84558,Entire home/apt,4,2,2,14,349,1,109,TRUE,18,7,4.78,TRUE,87.25,349,0.11,0.17,0.24,4.99,1,2376.153846
2199,46498605,0.23,FALSE,Bos en Lommer,52.3751,4.85743,Entire home/apt,4,2,2,10,125,4,50,TRUE,0,0,5,FALSE,31.25,500,0.05,0.13,0.16,4.99,0.005479452,625
2200,46591961,1,FALSE,Bos en Lommer,52.37599,4.84512,Entire home/apt,2,1,1,8,208,1,109,TRUE,19,5,4.57,TRUE,104,208,0.08,0.23,0.28,4.99,1,1813.461538
2201,46591985,1,FALSE,Bos en Lommer,52.37795,4.84358,Entire home/apt,4,2,2,9,222,1,109,TRUE,26,37,4.74,TRUE,55.5,222,0.08,0.17,0.29,4.99,1,1876.923077
2202,46592004,1,FALSE,Bos en Lommer,52.37575,4.84523,Entire home/apt,4,2,2,14,362,1,109,TRUE,17,0,4.5,TRUE,90.5,362,0.14,0.15,0.24,4.99,1,2444.230769
2203,46592046,1,FALSE,Bos en Lommer,52.37636,4.84356,Entire home/apt,6,3,4,15,397,1,109,TRUE,22,2,4.65,TRUE,66.2,397,0.15,0.25,0.31,4.99,1,2656.923077
2204,46592073,1,FALSE,Bos en Lommer,52.3758,4.84539,Entire home/apt,6,3,4,13,424,1,109,TRUE,27,15,4.27,TRUE,70.7,424,0.13,0.22,0.25,10.99,1,2803.461538
2205,46592126,1,FALSE,Bos en Lommer,52.37775,4.84565,Entire home/apt,8,4,6,29,670,1,109,TRUE,25,10,4.39,TRUE,83.75,670,0.19,0.13,0.27,10.99,0.8,4364.4
2206,46592145,1,FALSE,Bos en Lommer,52.37751,4.84541,Entire home/apt,6,3,4,24,615,1,109,TRUE,22,2,3.51,TRUE,102.5,615,0.16,0.28,0.27,10.99,1,4122.307692
2207,46592190,1,FALSE,Bos en Lommer,52.37766,4.84528,Entire home/apt,8,4,6,30,810,1,109,TRUE,15,3,3.91,TRUE,101.25,810,0.08,0.32,0.27,10.99,0.769230769,5194.615385
2208,46668387,0.61,FALSE,De Baarsjes - Oud-West,52.36347,4.85421,Entire home/apt,2,1,1,24,400,3,101,TRUE,18,1,3.4,TRUE,200,1200,0.11,0.15,0.3,10.99,0.964383562,2000
2209,46701805,0.42,FALSE,Centrum-West,52.38289,4.88431,Entire home/apt,2,1,1,1,120,3,30,TRUE,0,0,5,TRUE,60,360,0.06,0.14,0.18,4.99,0,668.5616438
2210,46718762,0.33,FALSE,Noord-West,52.42167,4.89633,Entire home/apt,3,2,2,7,120,4,30,TRUE,4,0,5,FALSE,40,480,0.06,0.14,0.21,4.99,0.098630137,634.2054795
2211,46745762,0.53,FALSE,Oud-Noord,52.39561,4.90479,Entire home/apt,3,2,1,9,175,4,101,TRUE,0,0,4.67,FALSE,58.34,700,0.08,0.2,0.16,4.99,0.079452055,875
2212,46773729,0.5,FALSE,Westerpark,52.37424,4.86848,Entire home/apt,3,2,1,5,150,2,101,TRUE,0,0,4.38,FALSE,50,300,0.06,0.1,0.21,4.99,0,767.5
2213,46796165,0.44,FALSE,Westerpark,52.38345,4.87819,Entire home/apt,2,1,1,1,126,3,8,TRUE,0,1,5,FALSE,63,378,0.07,0.07,0.18,4.99,0,665.6164384
2214,47017355,1,TRUE,Centrum-Oost,52.36487,4.90745,Entire home/apt,2,1,1,14,299,1,6,TRUE,0,0,4.84,TRUE,149.5,299,0.06,0.36,0.16,4.99,0,1895
2215,47352181,1,FALSE,Westerpark,52.39431,4.87771,Entire home/apt,2,1,1,7,192,3,120,TRUE,6,0,4.47,TRUE,96,576,0.06,0.15,0.18,4.99,0.463013699,1068.589041
2216,47469046,0.5,FALSE,Noord-Oost,52.40606,4.93459,Entire home/apt,4,2,3,14,413,3,101,TRUE,0,0,4.71,TRUE,103.25,1239,0.08,0.32,0.24,10.99,0.783561644,2066.232877
2217,47573141,1,TRUE,Centrum-Oost,52.36382,4.90679,Entire home/apt,2,1,1,6,249,7,27,TRUE,0,1,4.83,TRUE,124.5,1743,0.06,0.1,0.23,4.99,0.350684932,1293.383562
2218,47709909,1,FALSE,Westerpark,52.39448,4.87629,Entire home/apt,2,1,1,10,227,3,120,TRUE,6,0,4.44,TRUE,113.5,681,0.12,0.24,0.26,4.99,0.380821918,1187.287671
2219,47728246,0.06,TRUE,Centrum-West,52.38289,4.88623,Entire home/apt,2,1,1,12,100,7,-76,TRUE,11,0,4.67,FALSE,50,700,0.08,0.11,0.14,4.99,0.084931507,500
2220,47839531,0.6,FALSE,Centrum-Oost,52.36479,4.90458,Entire home/apt,6,3,5,9,261,7,-76,TRUE,0,0,4.6,TRUE,43.5,1827,0.1,0.18,0.25,4.99,0.090410959,15606.9726
2221,47882460,0.92,FALSE,Zuid,52.35473,4.8824,Entire home/apt,4,2,2,12,317,1,99,TRUE,14,9,4.43,TRUE,79.25,317,0.13,0.2,0.2,4.99,0.166666667,1460.277778
2222,47899171,0.53,TRUE,Centrum-Oost,52.361313,4.898549,Private room,2,1,1,10,256,1,101,TRUE,5,0,4.97,TRUE,128,256,0.07,0.25,0.27,4.99,0.329113924,1295
2223,47917082,0.89,FALSE,Centrum-West,52.36858,4.88712,Private room,2,1,1,9,273,1,109,TRUE,7,1,4.68,FALSE,136.5,273,0.08,0.18,0.26,4.99,0.92,1620
2224,47989069,0.79,FALSE,Centrum-Oost,52.36334,4.90489,Entire home/apt,4,2,3,3,195,7,-76,TRUE,0,0,4.5,TRUE,48.75,1365,0.06,0.17,0.18,4.99,0.090659341,15274.79396
2225,48004432,0.53,FALSE,Centrum-West,52.36682,4.88388,Entire home/apt,4,2,3,9,240,7,-76,TRUE,5,3,4.38,TRUE,60,1680,0.08,0.24,0.27,4.99,0.109589041,20365.42466
2226,48004711,0.61,FALSE,Centrum-West,52.36893,4.88469,Entire home/apt,6,3,5,15,381,7,-76,TRUE,7,1,4.56,TRUE,63.5,2667,0.07,0.08,0.13,4.99,0.126027397,20819.0137
2227,48004848,0.77,FALSE,Centrum-West,52.36964,4.88023,Entire home/apt,4,2,2,10,196,7,-76,TRUE,0,0,5,TRUE,49,1372,0.09,0.15,0.19,4.99,0.594520548,20228.93151
2228,48004872,1,FALSE,Centrum-West,52.3789,4.88378,Entire home/apt,4,2,2,12,229,7,-76,TRUE,2,0,4,TRUE,57.25,1603,0.09,0.2,0.21,4.99,0.654794521,20333.57534
2229,48004925,0.78,FALSE,Centrum-West,52.37118,4.88286,Entire home/apt,6,3,4,15,382,7,-76,TRUE,5,0,4.67,TRUE,63.66,2674,0.06,0.23,0.26,4.99,0.01369863,20822.94521
2230,48005004,1,FALSE,Zuid,52.36155,4.88064,Entire home/apt,4,2,3,8,218,7,-76,TRUE,2,1,3.67,TRUE,54.5,1526,0.1,0.16,0.15,4.99,0.336986301,20295.23288
2231,48005116,0.46,FALSE,De Pijp - Rivierenbuurt,52.35712,4.89098,Entire home/apt,7,4,7,14,392,7,-76,TRUE,10,2,4.83,TRUE,56,2744,0.09,0.19,0.18,4.99,0.665753425,13921
2232,48008046,0.8,FALSE,De Pijp - Rivierenbuurt,52.35708,4.89113,Entire home/apt,4,2,3,6,177,7,-76,TRUE,8,0,5,TRUE,44.25,1239,0.07,0.15,0.23,4.99,0.698630137,12926.0137
2233,48008123,1,FALSE,De Pijp - Rivierenbuurt,52.35775,4.88945,Entire home/apt,4,2,3,3,229,7,-76,TRUE,1,1,4.4,TRUE,57.25,1603,0.07,0.11,0.21,4.99,0.605479452,13173.57534
2234,48008144,0.71,FALSE,De Pijp - Rivierenbuurt,52.35712,4.89091,Entire home/apt,4,2,3,11,220,7,-76,TRUE,6,2,4.43,TRUE,55,1540,0.13,0.24,0.26,4.99,0.619178082,17593.93151
2235,48036961,0.58,FALSE,Centrum-West,52.3759,4.87735,Entire home/apt,4,2,4,11,218,7,-76,TRUE,5,0,4,TRUE,54.5,1526,0.09,0.16,0.2,4.99,0.063013699,20295.23288
2236,48037184,0.96,FALSE,Westerpark,52.37744,4.87718,Entire home/apt,6,3,6,17,359,7,-76,TRUE,6,0,5,TRUE,59.84,2513,0.04,0.19,0.28,4.99,0.361643836,20749.42466
2237,48037288,0.96,FALSE,Westerpark,52.37787,4.87558,Entire home/apt,4,2,3,11,185,7,-76,TRUE,7,2,4.8,TRUE,46.25,1295,0.07,0.18,0.19,4.99,0.726027397,20189.76712
2238,48037306,0.96,FALSE,Westerpark,52.37559,4.87567,Entire home/apt,4,2,4,7,218,7,-76,TRUE,3,1,5,TRUE,54.5,1526,0.12,0.18,0.19,4.99,0.665753425,20295.23288
2239,48037887,0.37,FALSE,De Pijp - Rivierenbuurt,52.35817,4.90069,Entire home/apt,4,2,4,12,210,7,-76,TRUE,6,0,5,TRUE,52.5,1470,0.1,0.23,0.31,4.99,0.728767123,17436.89041
2240,48037901,0.69,FALSE,De Pijp - Rivierenbuurt,52.35797,4.90092,Entire home/apt,4,2,2,10,166,7,-76,TRUE,3,3,3.33,TRUE,41.5,1162,0.08,0.15,0.14,4.99,0.750684932,17333.9589
2241,48037915,0.94,FALSE,De Pijp - Rivierenbuurt,52.3584,4.90281,Entire home/apt,6,3,2,10,340,7,-76,TRUE,10,0,4.83,TRUE,56.66,2380,0.11,0.23,0.2,4.99,0.775342466,17747.54795
2242,48127625,0.82,FALSE,Zuid,52.3601,4.88193,Private room,2,1,2,8,241,1,109,TRUE,17,0,4,TRUE,120.5,241,0.09,0.08,0.3,4.99,1,1440
2243,48127633,1,FALSE,Zuid,52.3601,4.88193,Private room,3,1,2,9,306,1,109,TRUE,23,4,4.47,TRUE,102,306,0.07,0.25,0.34,4.99,0.909090909,1765
2244,48127644,0.67,FALSE,Zuid,52.3601,4.88193,Private room,2,1,1,6,241,1,109,TRUE,15,1,4.45,TRUE,120.5,241,0.09,0.13,0.22,4.99,0.727272727,1440
2245,48127657,0.62,FALSE,Zuid,52.3601,4.88193,Private room,3,1,2,7,306,1,101,TRUE,22,0,5,TRUE,102,306,0.04,0.24,0.18,4.99,1,1765
2246,48127663,0.64,FALSE,Zuid,52.3601,4.88193,Private room,4,1,2,14,371,1,109,TRUE,18,0,4.77,TRUE,92.75,371,0.03,0.14,0.16,4.99,0.545454545,2090
2247,48127669,0.42,FALSE,Zuid,52.3601,4.88193,Private room,2,1,1,12,256,1,109,TRUE,20,0,5,TRUE,128,256,0.07,0.21,0.25,4.99,0.909090909,1515
2248,48127716,1,TRUE,Centrum-West,52.37888,4.89217,Private room,3,1,2,10,345,1,109,TRUE,0,0,5,TRUE,115,345,0.08,0.19,0.22,4.99,0,2080
2249,48127717,0.9,TRUE,Centrum-West,52.37888,4.89217,Hotel room,2,1,1,16,308,1,109,TRUE,0,0,4.75,TRUE,154,308,0.09,0.16,0.34,4.99,0,1865
2250,48127726,0.96,TRUE,Centrum-West,52.37888,4.89217,Private room,2,1,1,15,260,1,109,TRUE,0,0,4.56,TRUE,130,260,0.12,0.28,0.24,4.99,0,1695
2251,48153670,1,FALSE,Westerpark,52.38291,4.87211,Entire home/apt,2,1,1,7,150,7,30,TRUE,2,0,5,FALSE,75,1050,0.07,0.14,0.18,4.99,0.038356164,751.7534247
2252,48202921,0.32,FALSE,Bos en Lommer,52.37628,4.8604,Entire home/apt,3,2,1,8,225,3,14,TRUE,0,0,4.5,FALSE,75,675,0.11,0.2,0.22,4.99,0,1125
2253,48220980,0.88,FALSE,Centrum-West,52.36869,4.88795,Private room,3,1,2,4,251,1,109,TRUE,6,2,4.51,FALSE,83.7,251,0.05,0.1,0.24,4.99,0.75,1494.791667
2254,48306436,0.7,TRUE,Centrum-West,52.37497,4.88113,Private room,2,1,1,4,155,3,101,TRUE,6,9,5,FALSE,77.5,465,0.08,0.15,0.2,4.99,0.099722992,791.8836565
2255,48559369,0.5,FALSE,Centrum-Oost,52.36272,4.89931,Private room,2,1,2,9,146,2,101,TRUE,0,0,4.36,FALSE,73,292,0.06,0.17,0.19,4.99,0.81369863,703.3424658
2256,48636182,0.44,FALSE,Geuzenveld - Slotermeer,52.37611,4.82074,Entire home/apt,4,2,3,16,335,3,101,TRUE,7,1,5,FALSE,83.75,1005,0.09,0.19,0.22,4.99,0.019178082,1748.424658
2257,48708182,1,TRUE,Oostelijk Havengebied - Indische Buurt,52.36443,4.93467,Entire home/apt,2,1,1,1,139,2,101,TRUE,1,2,5,FALSE,69.5,278,0.07,0.11,0.22,4.99,0.714285714,1267.857143
2258,48714757,0.75,FALSE,Oud-Oost,52.35591,4.91813,Entire home/apt,4,2,2,1,75,7,109,TRUE,0,0,5,FALSE,18.75,525,0.05,0.09,0.16,4.99,0,409.4109589
2259,48778366,0.43,FALSE,Bijlmer-Oost,52.32806,4.97717,Entire home/apt,4,2,2,9,220,3,15,TRUE,2,1,5,FALSE,55,660,0.09,0.23,0.26,4.99,0.04109589,1009.863014
2260,48818438,0.6,FALSE,De Baarsjes - Oud-West,52.37231,4.85748,Private room,2,1,1,5,111,3,30,TRUE,3,1,4.79,FALSE,55.5,333,0.07,0.18,0.16,4.99,0.054794521,555.1232877
2261,48945665,0.41,FALSE,De Pijp - Rivierenbuurt,52.34487,4.89883,Entire home/apt,4,2,2,7,130,3,30,TRUE,0,0,4.83,FALSE,32.5,390,0.07,0.17,0.22,4.99,0,843.2465753
2262,48947535,1,TRUE,Centrum-West,52.37616,4.8911,Entire home/apt,4,2,4,13,336,7,101,TRUE,4,0,5,TRUE,84,2352,0.08,0.15,0.29,4.99,0.210958904,2618.150685
2263,48949401,1,FALSE,Westerpark,52.39448,4.87636,Entire home/apt,2,1,1,6,210,3,120,TRUE,10,2,4.35,TRUE,105,630,0.04,0.26,0.16,4.99,0.482191781,1084.849315
2264,48949415,1,FALSE,Westerpark,52.39403,4.87741,Entire home/apt,2,1,1,7,216,3,120,TRUE,17,2,4.72,TRUE,108,648,0.09,0.19,0.22,4.99,0.528767123,1145.013699
2265,48985640,0.89,FALSE,Westerpark,52.3807,4.87039,Entire home/apt,4,2,1,2,60,2,101,TRUE,27,0,4.28,FALSE,15,120,0.06,0.1,0.15,2.99,0.947368421,300
2266,49008373,0.97,TRUE,Oud-Noord,52.39203,4.93104,Private room,4,1,2,6,150,3,20,TRUE,10,0,4.96,TRUE,37.5,450,0.08,0.2,0.16,4.99,0.526027397,750
2267,49042011,0,FALSE,De Pijp - Rivierenbuurt,52.35373,4.88715,Entire home/apt,2,1,1,3,100,25,109,TRUE,0,0,5,FALSE,50,2500,0.06,0.17,0.15,4.99,0.369863014,500
2268,49051706,1,TRUE,Slotervaart,52.36208,4.84491,Private room,1,1,1,1,75,5,14,TRUE,1,2,4.71,FALSE,75,375,0.05,0.14,0.15,4.99,0.336986301,357.0136986
2269,49052116,1,TRUE,Slotervaart,52.36374,4.84491,Private room,1,1,1,1,70,5,14,TRUE,3,2,4.79,FALSE,70,350,0.06,0.1,0.15,2.99,0.271232877,330.1506849
2270,49119460,0.91,FALSE,Centrum-West,52.37466,4.88055,Entire home/apt,4,2,2,11,228,4,-76,TRUE,9,2,4.45,TRUE,57,912,0.08,0.24,0.18,4.99,0.024657534,1056.315068
2271,49120098,1,FALSE,Noord-Oost,52.39026,4.99454,Entire home/apt,4,2,4,12,250,4,25,TRUE,0,0,5,TRUE,62.5,1000,0.11,0.19,0.29,4.99,0,1250
2272,49193866,0.59,FALSE,De Pijp - Rivierenbuurt,52.34628,4.89896,Entire home/apt,2,1,1,9,155,6,6,TRUE,3,0,5,FALSE,77.5,930,0.07,0.16,0.18,4.99,0.025,763.0138889
2273,49207726,0.91,TRUE,Centrum-Oost,52.362278,4.892759,Private room,2,1,2,11,210,3,39,TRUE,1,4,4.97,TRUE,105,630,0.1,0.26,0.26,4.99,0.723463687,1050.083799
2274,49318854,0.56,FALSE,Noord-West,52.41704,4.90011,Entire home/apt,6,3,5,1,135,4,13,TRUE,0,0,5,FALSE,22.5,540,0.07,0.13,0.2,4.99,0.02739726,682.9863014
2275,49342367,0.46,FALSE,De Baarsjes - Oud-West,52.36633,4.85715,Entire home/apt,2,1,1,2,60,7,30,TRUE,0,0,4.57,FALSE,30,420,0.03,0.11,0.15,2.99,0.016438356,413.0684932
2276,49375834,0.13,FALSE,Centrum-West,52.37676,4.89456,Private room,2,1,1,9,242,1,30,TRUE,11,8,4.63,TRUE,121,242,0.07,0.23,0.25,4.99,1,1812.5
2277,49434019,0,FALSE,De Baarsjes - Oud-West,52.35961,4.85846,Entire home/apt,3,2,2,7,200,5,45,TRUE,0,0,5,FALSE,66.7,1000,0.08,0.19,0.25,4.99,0,1000
2278,49473308,0.84,FALSE,Centrum-West,52.37876,4.89263,Private room,2,1,1,7,255,1,104,TRUE,18,8,4.61,TRUE,127.5,255,0.12,0.17,0.23,4.99,1,1908.75
2279,49473475,0.59,FALSE,Centrum-West,52.37673,4.8937,Private room,2,1,1,10,294,1,104,TRUE,16,1,4.63,TRUE,147,294,0.02,0.09,0.21,4.99,1,2197.5
2280,49473555,0.9,FALSE,Centrum-West,52.3788,4.8941,Private room,2,1,2,11,242,1,104,TRUE,5,0,4.68,TRUE,121,242,0.1,0.25,0.21,4.99,1,1812.5
2281,49473612,0.9,FALSE,Centrum-West,52.37816,4.89427,Private room,2,1,2,6,255,1,104,TRUE,17,12,4.63,TRUE,127.5,255,0.11,0.22,0.21,4.99,1,1908.75
2282,49473717,0.84,FALSE,Centrum-West,52.37847,4.89264,Private room,2,1,2,2,294,1,104,TRUE,18,3,4.57,TRUE,147,294,0.13,0.15,0.23,4.99,1,2197.5
2283,49473775,1,FALSE,Centrum-West,52.37678,4.89456,Private room,3,1,3,13,358,1,104,TRUE,15,10,4.63,TRUE,119.3,358,0.09,0.27,0.25,4.99,1,2673.75
2284,49475051,1,TRUE,Centrum-Oost,52.36684,4.91564,Entire home/apt,2,1,1,5,185,3,15,TRUE,0,0,5,TRUE,92.5,555,0.07,0.16,0.18,4.99,0.471232877,903.4931507
2285,49478598,1,TRUE,IJburg - Zeeburgereiland,52.35712,5.00094,Private room,2,1,3,6,159,4,99,TRUE,0,0,4.93,FALSE,79.5,636,0.09,0.16,0.21,4.99,0,795
2286,49508887,0.73,FALSE,De Baarsjes - Oud-West,52.36501,4.86101,Entire home/apt,4,2,2,3,104,3,50,TRUE,0,1,4.86,FALSE,26,312,0.07,0.15,0.15,4.99,0,698.2191781
2287,49560108,0.21,FALSE,De Pijp - Rivierenbuurt,52.35293,4.90179,Entire home/apt,2,1,1,4,136,28,101,TRUE,0,0,5,FALSE,68,3808,0.07,0.15,0.17,4.99,0.079452055,678.4931507
2288,49604175,0.58,FALSE,Centrum-Oost,52.36121,4.90353,Entire home/apt,4,2,3,15,289,3,21,TRUE,0,0,5,FALSE,72.25,867,0.1,0.18,0.2,4.99,0.030136986,1480.616438
2289,49604781,0.65,FALSE,Centrum-West,52.375504,4.882844,Private room,2,1,1,7,130,1,101,TRUE,0,0,4.07,FALSE,65,130,0.09,0.12,0.17,4.99,0.846153846,580.0480769
2290,49607025,0.63,FALSE,De Baarsjes - Oud-West,52.36463,4.87169,Entire home/apt,2,1,1,9,164,4,101,TRUE,0,0,5,FALSE,82,656,0.06,0.21,0.18,4.99,0,800.4109589
2291,49688654,0,FALSE,Zuid,52.34706,4.86147,Entire home/apt,2,1,1,3,107,4,109,TRUE,0,0,4.8,FALSE,53.5,428,0.07,0.14,0.19,4.99,0.060273973,615.1917808
2292,49698277,0.89,FALSE,Centrum-Oost,52.36212,4.90231,Entire home/apt,2,1,1,1,95,4,101,TRUE,0,0,5,TRUE,47.5,380,0.06,0.13,0.15,4.99,0,543.260274
2293,49700139,0.6,FALSE,Zuid,52.35755,4.86189,Private room,4,1,4,9,212,4,101,TRUE,6,0,4.33,TRUE,53,848,0.07,0.18,0.3,4.99,0.21369863,1212.671233
2294,49720365,0.85,FALSE,Centrum-West,52.37583,4.88193,Entire home/apt,4,2,2,6,132,5,-6,TRUE,2,0,4.33,TRUE,33,660,0.08,0.21,0.18,4.99,0.010958904,711.7671233
2295,49739955,1,FALSE,Oud-Oost,52.35803,4.93127,Private room,2,1,2,7,185,1,104,TRUE,21,1,4.52,TRUE,92.5,185,0.08,0.21,0.2,4.99,1,1158.333333
2296,49769129,0,FALSE,Westerpark,52.380547,4.877465,Entire home/apt,4,2,2,15,250,3,101,TRUE,0,0,5,FALSE,62.5,750,0.06,0.19,0.23,4.99,0,1250
2297,49788706,0.89,FALSE,De Baarsjes - Oud-West,52.35747,4.85608,Entire home/apt,2,1,2,4,180,15,30,TRUE,0,0,5,FALSE,90,2700,0.08,0.12,0.18,4.99,0,900
2298,49820524,0.3,FALSE,Centrum-West,52.38461,4.89541,Private room,3,1,3,4,159,3,101,TRUE,14,1,4.14,TRUE,53,477,0.07,0.18,0.17,4.99,0.084931507,520.7534247
2299,49821276,0.98,FALSE,Centrum-West,52.37669,4.89305,Private room,1,1,1,9,209,1,104,TRUE,11,6,4.83,TRUE,209,209,0.11,0.21,0.26,4.99,1,1565
2300,49833858,0.77,FALSE,Centrum-West,52.38394,4.89366,Private room,3,1,1,5,142,3,101,TRUE,11,4,4.47,TRUE,47.34,426,0.06,0.13,0.2,4.99,0.082191781,518.0136986
2301,49843448,0.96,FALSE,Centrum-West,52.38403,4.89341,Private room,3,1,3,6,168,3,101,TRUE,14,2,4.74,TRUE,56,504,0.06,0.16,0.18,4.99,0.065753425,563.2191781
2302,49846930,0.71,FALSE,Bos en Lommer,52.3779,4.84629,Entire home/apt,2,1,1,4,170,3,101,TRUE,2,1,4.29,FALSE,85,510,0.08,0.23,0.19,4.99,0.024657534,862.7260274
